Sentence #,Word,Tag
105,chancery,ORG
105,exchequer,O
105,and,ORG
105,common,O
105,pleas,O
105,.,O
106,it,O
106,was,O
106,so,O
106,used,O
106,for,O
106,the,O
106,date,O
106,of,O
106,the,O
106,abolition,O
106,of,O
106,the,O
106,star,ORG
106,chamber,ORG
106,in,O
106,the,O
106,16th,O
106,charles,PER
106,i,PER
106,.,O
107,the,O
107,shameful,O
107,malpractices,O
107,of,O
107,bambridge,PER
107,.,O
108,the,O
108,warden,O
108,of,O
108,the,O
108,fleet,ORG
108,at,O
108,the,O
108,commencement,O
108,of,O
108,the,O
108,eighteenth,O
108,century,O
108,are,O
108,t,O
108,.,O
108,o,O
108,.,O
108,o,O
108,.,O
108,?,O
108,w,O
108,.,O
108,e,O
108,.,O
108,l,O
108,.,O
108,l,O
108,.,O
108,?,O
108,known,O
108,to,O
108,need,O
108,more,O
108,than,O
109,a,O
109,committee,O
109,of,O
109,the,O
109,house,ORG
109,of,ORG
109,commons,ORG
109,investigated,O
109,the,O
109,charges,O
109,against,O
109,bambridge,PER
109,",",O
109,who,O
109,was,O
109,proved,O
109,to,O
109,have,O
109,connived,O
109,at,O
109,the,O
109,escape,O
109,of,O
109,some,O
109,debtors,O
109,.,O
110,and,O
110,to,O
110,have,O
110,been,O
110,guilty,O
110,of,O
110,extortion,O
110,to,O
110,others,O
110,",",O
110,one,O
110,sir,O
110,william,O
110,rich,PER
110,bart,PER
110,",",O
110,he,O
110,had,PER
110,loaded,O
110,with,O
110,heavy,O
110,irons,O
110,.,O
111,in,O
111,consequence,O
111,of,O
111,these,O
111,disclosures,O
111,",",O
111,both,O
111,bambridge,O
111,and,PER
111,huggin,O
111,",",O
111,his,PER
111,predecessor,O
111,in,O
111,t,O
111,.,O
111,h,O
111,.,O
111,e,O
111,.,O
111,?,O
111,o,O
111,.,O
111,ffice,O
111,",",O
111,were,O
111,committed,O
111,to,O
111,newgate,LOC
111,.,O
112,the,O
112,committee,ORG
112,on,ORG
112,jails,ORG
112,reported,O
112,that,O
112,quote,O
112,although,O
112,the,O
112,house,O
112,of,O
112,the,O
112,warden,O
112,looked,O
112,into,O
112,the,O
112,court,O
112,.,O
113,matters,O
113,",",O
113,we,O
113,',O
113,re,O
113,rather,O
113,better,O
113,at,O
113,the,LOC
113,marshalsea,O
113,.,O
114,this,O
114,very,O
114,ancient,O
114,prison,O
114,",",O
114,which,O
114,stood,O
114,in,O
114,the,O
114,high,O
114,street,LOC
114,southwark,LOC
114,.,O
115,was,O
115,used,O
115,for,O
115,debtors,O
115,arrested,O
115,for,O
115,the,O
115,lowest,O
115,sums,O
115,within,O
115,twelve,O
115,miles,O
115,of,O
115,the,O
115,palace,O
115,of,O
115,whitehall,LOC
115,.,O
116,also,O
116,for,O
116,prisoners,O
116,committed,O
116,by,O
116,the,O
116,admiralty,ORG
116,court,ORG
116,.,O
117,at,O
117,one,O
117,time,O
117,",",O
117,the,O
117,marshalsea,LOC
117,was,O
117,the,O
117,receptacle,O
117,of,O
117,pirates,O
117,",",O
117,but,O
117,none,O
117,were,O
117,committed,O
117,to,O
117,it,O
117,.,O
117,?,O
117,a,O
117,.,O
117,f,O
117,.,O
117,t,O
117,.,O
117,e,O
117,.,O
118,the,O
118,court,O
118,of,O
118,the,O
118,marshalsea,LOC
118,was,O
118,instituted,O
118,by,O
118,charles,PER
118,i,PER
118,in,O
118,the,O
118,sixth,O
118,year,O
118,of,O
118,his,O
118,reign,O
118,.,O
119,but,O
119,its,O
119,business,O
119,was,O
119,much,O
119,reduced,O
119,by,O
119,the,O
119,extension,O
119,of,O
119,the,O
119,courts,ORG
119,of,ORG
119,conscience,ORG
119,.,O
120,the,O
120,prison,O
120,was,O
120,a,O
120,nest,O
120,of,O
120,abuses,O
120,like,O
120,its,O
120,neighbor,O
120,the,O
120,king,O
120,bench,ORG
120,.,O
121,and,O
121,came,O
121,under,O
121,the,O
121,strong,O
121,animadversion,O
121,of,O
121,the,O
121,jail,ORG
121,committee,ORG
121,of,O
121,1729,O
121,.,O
122,as,O
122,the,O
122,business,O
122,of,O
122,the,O
122,marshalsea,ORG
122,court,ORG
122,declined,O
122,the,O
122,numbers,O
122,in,O
122,its,O
122,prison,O
122,diminished,O
122,.,O
123,bad,O
123,language,O
123,quarreling,O
123,throwing,O
123,water,O
123,over,O
123,one,O
123,another,O
123,was,O
123,forbidden,O
123,on,O
123,pain,O
123,of,O
123,fine,O
123,and,O
123,being,O
123,sent,O
123,to,O
123,coventry,O
123,.,O
124,owing,O
124,to,O
124,many,O
124,charitable,O
124,gifts,O
124,and,O
124,bequests,O
124,which,O
124,included,O
124,annual,O
124,donations,O
124,from,O
124,the,O
124,archbishop,O
124,of,O
124,canterbury,O
124,.,O
125,the,O
125,lord,PER
125,steward,PER
125,of,O
125,the,O
125,household,O
125,the,O
125,steward,O
125,and,PER
125,officers,O
125,of,O
125,the,O
125,marshalsea,O
125,court,ORG
125,and,ORG
125,others,O
125,.,O
126,left,O
126,by,O
126,a,O
126,mr,O
126,henry,O
126,allnutt,PER
126,who,PER
126,was,O
126,long,O
126,a,O
126,prisoner,O
126,in,O
126,the,O
126,marshalsea,O
126,and,O
126,came,LOC
126,into,O
126,a,O
126,fortune,O
126,while,O
126,there,O
126,.,O
127,h,O
127,.,O
127,i,O
127,.,O
127,s,O
127,.,O
127,bequest,O
127,",",O
127,which,O
127,was,O
127,charged,O
127,upon,O
127,his,O
127,manor,O
127,at,LOC
127,goring,O
127,oxon,LOC
127,and,O
127,hence,O
127,",",O
127,called,O
127,the,O
127,oxford,O
127,charity,ORG
127,.,O
128,the,O
128,supreme,O
128,control,O
128,of,O
128,the,O
128,marshalsea,LOC
128,was,O
128,vested,O
128,in,O
128,the,O
128,marshal,O
128,of,O
128,the,O
128,royal,O
128,household,O
128,",",O
128,but,O
128,although,O
128,he,O
128,drew,O
128,a,O
128,salary,O
128,of,O
128,500,O
128,a,O
128,year,O
128,.,O
129,the,O
129,compters,O
129,of,O
129,ludgate,ORG
129,",",O
129,giltspur,O
129,",",O
129,street,ORG
129,and,ORG
129,the,O
129,borough,O
129,were,O
129,discontinued,ORG
129,as,O
129,debtor,O
129,',O
129,s,O
129,prisons,O
129,as,O
129,was,O
129,newgate,O
129,also,O
129,.,O
130,on,O
130,!,O
130,t,O
130,.,O
130,h,O
130,.,O
130,e,O
130,.,O
130,?,O
130,opening,LOC
130,of,O
130,whitecross,O
130,prison,O
130,for,O
130,debtors,O
130,in,O
131,ludgate,LOC
131,to,O
131,the,O
131,last,O
131,was,O
131,the,O
131,debtor,O
131,',O
131,s,O
131,prison,O
131,for,O
131,freemen,O
131,of,O
131,the,O
131,city,O
131,of,O
131,london,LOC
131,.,O
132,clergymen,O
132,proctors,O
132,attorneys,O
132,and,O
132,persons,O
132,specially,O
132,selected,O
132,by,O
132,the,O
132,corporation,O
132,.,O
133,at,O
133,one,O
133,time,O
133,",",O
133,the,O
133,ludgate,ORG
133,debtors,O
133,accompanied,O
133,by,O
133,the,O
133,keeper,O
133,.,O
134,the,O
134,giltspur,ORG
134,street,ORG
134,compter,ORG
134,received,O
134,sheriff,O
134,',O
134,s,O
134,debtors,O
134,also,O
134,felons,O
134,vagrants,O
134,and,O
134,night,O
134,charges,O
134,.,O
135,it,O
135,was,O
135,generally,O
135,crowded,O
135,as,O
135,debtors,O
135,who,O
135,would,O
135,have,O
135,gone,O
135,to,O
135,the,O
135,poultry,O
135,compter,ORG
135,were,ORG
135,sent,O
135,to,O
135,giltspur,O
135,street,LOC
135,when,LOC
135,the,O
135,former,O
135,was,O
135,condemned,O
135,as,O
135,unfit,O
135,to,O
135,receive,O
135,prisoners,O
135,.,O
136,the,O
136,demands,O
136,for,O
136,fees,O
136,were,O
136,excessive,O
136,in,O
136,giltspur,LOC
136,street,LOC
136,.,O
137,the,O
137,borough,ORG
137,compter,ORG
137,was,O
137,in,O
137,a,O
137,disgraceful,O
137,state,O
137,to,O
137,the,O
137,last,O
137,the,O
137,men,O
137,.,O
137,ward,O
137,had,O
137,an,O
137,earth,O
137,or,O
137,rather,O
137,a,O
137,mud,O
137,floor,O
137,.,O
138,in,O
138,one,O
138,room,O
138,mr,O
138,neild,O
138,found,PER
138,a,O
138,woman,O
138,ill,O
138,of,O
138,a,O
138,flux,O
138,shut,O
138,up,O
138,with,O
138,three,O
138,men,O
138,.,O
139,neild,PER
139,found,O
139,the,O
139,prisoners,O
139,in,O
139,the,O
139,borough,LOC
139,compter,LOC
139,",",O
139,ragged,O
139,",",O
139,starving,O
139,and,O
139,dirty,O
139,.,O
140,i,O
140,come,O
140,now,O
140,to,O
140,the,O
140,debtors,O
140,in,O
140,newgate,LOC
140,the,O
140,quarters,O
140,they,O
140,occupied,O
140,were,O
140,divided,O
140,as,O
140,i,O
140,have,O
140,said,O
140,into,O
140,three,O
140,principal,O
140,divisions,O
140,.,O
141,this,O
141,was,O
141,the,O
141,reprehensible,O
141,claim,O
141,for,O
141,garnish,O
141,which,O
141,had,O
141,already,O
141,been,O
141,abolished,O
141,in,O
141,all,O
141,well,O
141,conducted,O
141,prisons,O
141,but,O
141,which,O
141,still,O
141,was,O
141,demanded,O
141,in,O
141,newgate,O
141,.,O
142,on,O
142,the,O
142,master,O
142,side,O
142,",",O
142,it,O
142,was,O
142,thirteen,O
142,and,O
142,fourpence,O
142,and,O
142,a,O
142,gallon,O
142,of,O
142,beer,O
142,on,O
142,entrance,O
142,",",O
142,although,O
142,mr,O
142,.,O
142,newman,O
142,.,O
143,and,O
143,gave,O
143,the,O
143,garnish,O
143,for,O
143,the,O
143,common,O
143,side,O
143,at,O
143,that,O
143,sum,O
143,",",O
143,which,O
143,is,O
143,five,O
143,shill,O
143,",",O
143,i,O
143,',O
143,ngs,O
143,more,O
143,than,O
143,mr,O
143,.,O
143,neild,PER
143,says,O
143,",",O
143,was,O
143,extorted,O
143,on,O
143,the,O
143,common,O
143,side,O
143,.,O
144,there,O
144,was,O
144,this,O
144,much,O
144,honest,O
144,forbearance,O
144,in,O
144,newgate,LOC
144,in,O
144,these,O
144,days,O
144,.,O
145,notably,O
145,",",O
145,as,O
145,when,O
145,numbers,O
145,filled,O
145,newgate,ORG
145,in,O
145,anticipation,O
145,of,O
145,lord,O
145,redesdale,PER
145,bill,O
145,for,O
145,insolvent,O
145,debtors,O
145,.,O
146,the,O
146,chronicles,ORG
146,of,ORG
146,newgate,ORG
146,volume,O
146,2,O
146,by,O
146,arthur,O
146,griffith,O
146,',O
146,s,PER
146,section,PER
146,5,O
146,",",O
146,newgate,O
146,",",O
146,down,O
146,to,O
146,1818,LOC
146,",",O
146,part,O
146,2,O
146,.,O
147,enough,O
147,has,O
147,been,O
147,said,O
147,",",O
147,probably,O
147,to,O
147,prove,O
147,that,O
147,there,O
147,was,O
147,room,O
147,for,O
147,improvement,O
147,in,O
147,the,O
147,condition,O
147,and,O
147,treatment,O
147,of,O
147,debtors,O
147,in,O
147,the,O
147,prisons,O
147,of,O
147,the,O
147,city,O
147,of,O
147,london,O
147,.,O
148,this,O
148,gradually,O
148,was,O
148,forced,O
148,upon,O
148,the,O
148,consciousness,O
148,of,O
148,the,O
148,corporation,ORG
148,.,O
149,authority,O
149,was,O
149,given,O
149,to,O
149,raise,O
149,money,O
149,on,O
149,the,O
149,orphan,O
149,',O
149,s,O
149,fund,O
149,to,O
149,the,O
149,extent,O
149,of,O
149,90,O
149,0,O
149,.,O
150,a,O
150,site,O
150,was,O
150,purchased,O
150,between,O
150,red,LOC
150,lion,LOC
150,and,O
150,white,LOC
150,cross,LOC
150,streets,O
150,and,O
150,a,O
150,new,O
150,prison,O
150,planned,O
150,.,O
151,w,O
151,.,O
151,h,O
151,.,O
151,i,O
151,.,O
151,c,O
151,.,O
151,h,O
151,.,O
151,would,O
151,accommodate,LOC
151,the,O
151,inmates,O
151,of,O
151,newgate,O
151,and,O
151,of,O
151,the,LOC
151,three,O
152,giltspur,LOC
152,street,LOC
152,and,O
152,the,O
152,poultry,O
152,or,LOC
152,about,O
152,four,O
152,hundred,O
152,and,O
152,seventy,O
152,six,O
152,in,O
152,all,O
152,.,O
153,and,O
153,it,O
153,was,O
153,not,O
153,ready,O
153,to,O
153,relieve,O
153,newgate,LOC
153,till,O
153,late,O
153,in,O
153,1815,O
153,.,O
154,could,O
154,not,O
154,be,O
154,carried,O
154,out,O
154,till,O
154,then,O
154,it,O
154,is,O
154,to,O
154,be,O
154,feared,O
154,that,O
154,long,O
154,after,O
154,the,O
154,opening,O
154,of,O
154,white,O
154,cross,LOC
154,street,LOC
154,prison,LOC
154,.,O
155,newgate,ORG
155,continued,O
155,to,O
155,be,O
155,a,O
155,reproach,O
155,to,O
155,those,O
155,responsible,O
155,for,O
155,its,O
155,management,O
155,.,O
156,i,O
156,pass,O
156,now,O
156,to,O
156,the,O
156,criminal,O
156,side,O
156,of,O
156,newgate,ORG
156,",",O
156,which,O
156,consisted,O
156,of,O
156,the,O
156,six,O
156,quarters,O
156,or,O
156,yards,O
156,",",O
156,already,O
156,enumerated,O
156,and,O
156,described,O
156,.,O
157,in,O
157,this,O
157,heterogeneous,O
157,society,O
157,were,O
157,also,O
157,thrown,O
157,the,O
157,unfortunate,O
157,journalists,O
157,to,O
157,whom,O
157,i,O
157,have,O
157,already,O
157,referred,O
157,and,O
157,on,O
157,whom,O
157,imprisonment,O
157,in,O
157,newgate,O
157,.,O
158,it,O
158,was,O
158,particularly,O
158,recommended,O
158,by,O
158,the,O
158,committee,ORG
158,on,ORG
158,jails,ORG
158,in,O
158,1814,O
158,.,O
159,the,O
159,hon,O
159,h,O
159,.,O
159,g,O
159,.,O
159,bennet,O
159,",",O
159,who,O
159,visited,O
159,newgate,PER
159,in,O
159,1817,O
159,",",O
159,saw,O
159,in,LOC
159,one,O
159,yard,O
159,in,O
159,a,O
159,total,O
159,of,O
159,seventy,O
159,two,O
159,prisoners,O
159,.,O
160,mr,O
160,.,O
160,bennet,O
160,refers,PER
160,to,O
160,a,O
160,gentleman,O
160,confined,O
160,for,O
160,want,O
160,of,O
160,bail,O
160,who,O
160,occupied,O
160,a,O
160,room,O
160,with,O
160,five,O
160,others,O
160,.,O
161,quote,O
161,a,O
161,common,O
161,sized,O
161,man,O
161,",",O
161,says,O
161,the,O
161,keeper,O
161,",",O
161,mr,O
161,.,O
161,newman,O
161,can,O
161,turn,O
161,in,O
161,nineteen,O
161,inches,PER
161,end,O
161,quote,O
161,.,O
162,these,O
162,often,O
162,remained,O
162,in,O
162,newgate,LOC
162,for,O
162,six,O
162,months,O
162,",",O
162,sometimes,O
162,a,O
162,year,O
162,in,O
162,some,O
162,cases,O
162,longer,O
162,.,O
163,mr,O
163,.,O
163,newman,O
163,admitted,PER
163,that,O
163,he,O
163,had,O
163,petitioned,O
163,that,O
163,certain,O
163,trusty,O
163,men,O
163,might,O
163,be,O
163,left,O
163,in,O
163,the,O
163,jail,O
163,.,O
164,mr,O
164,.,O
164,bennet,O
164,mentions,PER
164,also,O
164,the,O
164,case,O
164,of,O
164,young,O
164,men,O
164,of,O
164,better,O
164,stamp,O
164,clerks,O
164,in,O
164,city,O
164,offices,O
164,and,O
164,youths,O
164,of,O
164,good,O
164,parentage,O
164,.,O
165,mr,O
165,.,O
165,buxton,O
165,in,PER
165,the,O
165,work,O
165,already,O
165,quoted,O
165,instances,O
165,another,O
165,grievous,O
165,case,O
165,of,O
165,the,O
165,horrors,O
165,of,O
165,indiscriminate,O
165,association,O
165,in,O
165,newgate,O
165,.,O
166,having,O
166,been,O
166,committed,O
166,to,O
166,clerkenwell,LOC
166,?,O
167,he,O
167,was,O
167,sent,O
167,on,O
167,to,O
167,newgate,LOC
167,in,O
167,a,O
167,coach,O
167,handcuffed,O
167,to,O
167,a,O
167,noted,O
167,house,O
167,breaker,O
167,who,O
167,was,O
167,afterwards,O
167,cast,O
167,for,O
167,death,O
167,.,O
168,the,O
168,first,O
168,night,O
168,in,O
168,newgate,LOC
168,and,O
168,for,O
168,the,O
168,subsequent,O
168,fortnight,O
168,?,O
169,h,O
169,.,O
169,i,O
169,.,O
169,s,O
169,.,O
169,wife,O
169,visited,O
169,him,LOC
169,in,O
169,newgate,O
169,and,O
169,wrote,O
169,a,O
169,pitiable,O
169,account,O
169,of,O
169,the,O
169,state,O
169,in,O
169,which,O
169,she,O
169,found,O
169,her,O
169,husband,O
169,.,O
170,the,O
170,fee,O
170,for,O
170,admission,O
170,to,O
170,the,O
170,state,O
170,side,O
170,",",O
170,as,O
170,fixed,O
170,by,O
170,the,O
170,table,O
170,of,O
170,fees,O
170,",",O
170,was,O
170,three,O
170,guineas,O
170,",",O
170,but,O
170,mr,O
170,.,O
170,newman,O
170,declared,O
170,that,O
170,he,O
170,never,PER
170,took,O
170,more,O
170,than,O
170,two,O
170,.,O
171,a,O
171,mr,O
171,.,O
171,lundy,O
171,charged,PER
171,with,O
171,forgery,O
171,was,O
171,thus,O
171,accommodated,O
171,on,O
171,the,O
171,state,O
171,side,O
171,for,O
171,upwards,O
171,of,O
171,five,O
171,years,O
171,.,O
172,mr,O
172,.,O
172,davison,O
172,sent,PER
172,to,O
172,newgate,O
172,for,O
172,embezzlement,LOC
172,and,O
172,whose,O
172,case,O
172,is,O
172,given,O
172,in,O
172,the,O
172,preceding,O
172,chapter,O
172,.,O
173,was,O
173,accommodated,O
173,with,O
173,a,O
173,room,O
173,in,O
173,mr,O
173,.,O
173,newman,O
173,house,PER
173,at,O
173,the,O
173,extravagant,O
173,rental,O
173,of,O
173,thirty,O
173,guinea,O
173,',O
173,s,O
173,per,O
173,week,O
173,.,O
174,mr,O
174,cobbett,O
174,was,PER
174,also,O
174,a,O
174,lodger,O
174,of,O
174,mr,O
174,newman,O
174,",",O
174,and,O
174,so,PER
174,were,O
174,any,O
174,members,O
174,of,O
174,the,O
174,aristocracy,O
174,.,O
175,if,O
175,they,O
175,happened,O
175,to,O
175,be,O
175,in,O
175,funds,O
175,among,O
175,whom,O
175,was,O
175,the,O
175,marquis,O
175,of,O
175,sligo,PER
175,in,O
175,1811,LOC
175,.,O
176,w,O
176,.,O
176,h,O
176,.,O
176,i,O
176,.,O
176,c,O
176,.,O
176,h,O
176,.,O
176,will,O
176,deal,PER
176,with,O
176,mrs,O
176,.,O
176,fry,O
176,philanthropic,O
176,exertions,O
176,at,O
176,this,O
176,period,O
176,in,O
176,this,O
176,particular,O
176,part,O
176,of,O
176,the,O
176,prison,O
176,.,O
177,once,O
177,during,O
177,the,O
177,long,O
177,illness,O
177,of,O
177,george,O
177,iii,PER
177,",",O
177,as,PER
177,many,O
177,as,O
177,one,O
177,hundred,O
177,were,O
177,there,O
177,",",O
177,waiting,O
177,the,O
177,report,O
177,as,O
177,it,O
177,was,O
177,called,O
177,.,O
178,mr,O
178,bennet,O
178,speaks,PER
178,of,O
178,thirty,O
178,eight,O
178,capital,O
178,convicts,O
178,he,O
178,found,O
178,in,O
178,the,O
178,press,O
178,yard,O
178,in,O
178,february,O
178,1817,O
178,.,O
179,these,O
179,capital,O
179,convicts,O
179,",",O
179,says,O
179,mr,O
179,bennet,O
179,",",O
179,quote,O
179,",",O
179,lessened,PER
179,the,O
179,ennui,O
179,and,O
179,despair,O
179,of,O
179,their,O
179,situation,O
179,by,O
179,unbecoming,O
179,merriment,O
179,.,O
180,i,O
180,saw,O
180,cashman,PER
180,a,O
180,few,O
180,hours,O
180,before,O
180,his,O
180,execution,O
180,smoking,O
180,and,O
180,drinking,O
180,with,O
180,the,O
180,utmost,O
180,unconcern,O
180,and,O
180,indifference,O
180,end,O
180,quote,O
180,.,O
181,well,O
181,might,O
181,mr,O
181,bennet,O
181,write,PER
181,that,O
181,the,O
181,condition,O
181,of,O
181,the,O
181,condemned,O
181,side,O
181,was,O
181,the,O
181,most,O
181,prominent,O
181,of,O
181,the,O
181,manifold,O
181,evils,O
181,in,O
181,the,O
181,present,O
181,system,O
181,of,O
181,newgate,O
181,.,O
182,such,O
182,as,O
182,messrs,O
182,",",O
182,birch,O
182,of,PER
182,cornhill,O
182,and,LOC
182,messrs,O
182,",",O
182,leach,O
182,and,O
182,dollimore,PER
182,of,O
182,ludgate,PER
182,hill,O
182,.,O
183,preparatory,O
183,to,O
183,their,O
183,appearance,O
183,in,O
183,the,O
183,old,LOC
183,bailey,LOC
183,",",O
183,irons,O
183,were,O
183,seldom,O
183,removed,O
183,from,O
183,the,O
183,convicted,O
183,until,O
183,discharge,O
183,.,O
184,any,O
184,reputed,O
184,and,O
184,indeed,O
184,any,O
184,real,O
184,wife,O
184,might,O
184,spend,O
184,the,O
184,night,O
184,in,O
184,newgate,O
184,if,O
184,she,LOC
184,would,O
184,pay,O
184,the,O
184,',O
184,shilling,O
184,fee,O
184,commonly,O
184,',O
184,known,O
184,as,O
184,the,O
184,bad,O
184,money,O
184,?,O
185,kept,O
185,open,O
185,house,O
185,",",O
185,so,O
185,to,O
185,speak,O
185,and,O
185,entertained,O
185,daily,O
185,within,O
185,the,O
185,walls,O
185,",",O
185,a,O
185,select,O
185,party,O
185,of,O
185,the,O
185,most,O
185,noted,O
185,thieves,O
185,in,O
185,london,O
185,.,O
186,owing,O
186,to,O
186,the,O
186,facility,O
186,of,O
186,intercourse,O
186,between,O
186,inside,O
186,and,O
186,outside,O
186,many,O
186,crimes,O
186,were,O
186,doubtless,O
186,hatched,O
186,in,O
186,newgate,O
186,.,O
187,i,O
187,believe,O
187,",",O
187,says,O
187,mr,O
187,bennet,O
187,",",O
187,in,O
187,the,PER
187,letter,O
187,already,O
187,largely,O
187,quoted,O
187,.,O
188,that,O
188,there,O
188,is,O
188,no,O
188,place,O
188,in,O
188,the,O
188,metropolis,O
188,",",O
188,where,O
188,more,O
188,crimes,O
188,are,O
188,projected,O
188,or,O
188,where,O
188,stolen,O
188,property,O
188,is,O
188,more,O
188,secreted,O
188,than,O
188,in,O
188,newgate,LOC
188,.,O
189,although,O
189,attempted,O
189,partially,O
189,at,O
189,bridewell,LOC
189,and,O
189,more,O
189,systematically,O
189,at,O
189,the,O
189,new,O
189,millbank,O
189,penitentiary,LOC
189,.,O
190,it,O
190,was,O
190,not,O
190,strange,O
190,",",O
190,therefore,O
190,",",O
190,that,O
190,the,O
190,inmates,O
190,of,O
190,newgate,O
190,should,O
190,turn,LOC
190,their,O
190,unoccupied,O
190,brains,O
190,and,O
190,idle,O
190,hands,O
190,to,O
190,all,O
190,manner,O
190,of,O
190,mischief,O
190,.,O
191,the,O
191,report,O
191,of,O
191,the,O
191,committee,O
191,of,O
191,the,O
191,house,ORG
191,of,ORG
191,commons,ORG
191,painted,O
191,so,O
191,black,O
191,a,O
191,picture,O
191,of,O
191,newgate,ORG
191,as,O
191,then,O
191,conducted,O
191,that,O
191,the,O
191,corporation,O
191,were,ORG
191,roused,O
191,in,O
191,very,O
191,shame,O
191,.,O
192,the,O
192,court,ORG
192,of,ORG
192,aldermen,ORG
192,appointed,O
192,a,O
192,committee,ORG
192,of,O
192,its,O
192,own,O
192,body,O
192,assisted,O
192,by,O
192,the,O
192,town,O
192,clerk,O
192,mr,O
192,dance,O
192,city,O
192,",",O
192,surveyor,O
192,",",O
192,son,PER
192,to,O
192,the,O
192,architect,O
192,of,O
192,newgate,O
192,.,O
193,and,O
193,mr,O
193,.,O
193,addison,O
193,keeper,PER
193,of,O
193,newgate,O
193,to,O
193,make,ORG
193,a,O
193,visitation,O
193,of,O
193,the,O
193,jails,O
193,supposed,O
193,to,O
193,be,O
193,the,O
193,best,O
193,managed,O
193,",",O
193,including,O
193,those,O
193,of,O
193,petworth,O
193,and,O
193,gloucester,O
193,.,O
194,also,O
194,to,O
194,make,O
194,such,O
194,proposals,O
194,",",O
194,as,O
194,might,O
194,appear,O
194,salutary,O
194,and,O
194,calculated,O
194,to,O
194,improve,O
194,newgate,O
194,and,LOC
194,the,O
194,rest,O
194,of,O
194,the,O
194,city,O
194,jails,O
194,.,O
195,had,O
195,they,O
195,been,O
195,accepted,O
195,in,O
195,their,O
195,entirety,O
195,",",O
195,little,O
195,fault,O
195,could,O
195,in,O
195,future,O
195,have,O
195,been,O
195,found,O
195,with,O
195,the,O
195,managers,O
195,of,O
195,newgate,O
195,.,O
196,the,O
196,committee,ORG
196,did,O
196,not,O
196,deny,O
196,the,O
196,superior,O
196,advantages,O
196,offered,O
196,by,O
196,such,O
196,prisons,O
196,as,O
196,gloucester,LOC
196,and,O
196,p,LOC
196,.,O
196,e,O
196,.,O
197,end,O
197,quote,O
197,",",O
197,it,O
197,would,O
197,cover,O
197,some,O
197,thirty,O
197,acres,O
197,and,O
197,cost,O
197,a,O
197,great,O
197,deal,O
197,more,O
197,than,O
197,the,O
197,city,O
197,with,O
197,the,O
197,example,O
197,of,O
197,whitecros,O
197,',O
197,s,O
197,street,O
197,prison,LOC
197,before,LOC
197,it,O
197,.,O
198,the,O
198,committee,ORG
198,does,O
198,not,O
198,seem,O
198,to,O
198,have,O
198,yet,O
198,understood,O
198,that,O
198,newgate,ORG
198,could,O
198,be,O
198,only,O
198,and,O
198,properly,O
198,replaced,O
198,.,O
199,by,O
199,a,O
199,new,O
199,jail,O
199,built,O
199,on,O
199,the,O
199,outskirts,O
199,as,O
199,holloway,O
199,eventually,ORG
199,was,O
199,and,O
