,Sentence #,Word,Tag
74640,9454,area,O
74641,9454,along,O
74642,9454,Marsalis,LOC
74643,9454,.,O
74675,9457,across,O
74676,9457,Houston,LOC
74677,9457,in,O
74678,9457,front,O
74679,9457,of,O
74680,9457,the,O
74681,9457,Depository,ORG
74682,9457,Building,ORG
74683,9457,",",O
74684,9457,past,O
74685,9457,the,O
74686,9457,Triple,LOC
74687,9457,Underpass,LOC
74688,9457,into,O
74689,9457,west,O
74690,9457,Dallas,LOC
74691,9457,",",O
74692,9457,and,O
74693,9457,south,O
74694,9457,on,O
74695,9457,Beckley,LOC
74696,9457,.,O
75840,9548,The,O
75841,9548,walk,O
75842,9548,from,O
75843,9548,Beckley,LOC
75844,9548,Beckley,LOC
75845,9548,and,O
75846,9548,Neely,PER
75847,9548,to,O
75848,9548,1026,O
75849,9548,North,LOC
75850,9548,Beckley,LOC
75851,9548,Beckley,LOC
75852,9548,was,O
75853,9548,timed,O
75854,9548,by,O
75855,9548,Commission,ORG
75856,9548,counsel,O
75857,9548,at,O
75858,9548,5,O
75859,9548,minutes,O
75860,9548,and,O
75861,9548,45,O
75862,9548,seconds,O
75863,9548,.,O
76031,9559,The,O
76032,9559,Greyhound,LOC
76033,9559,Bus,LOC
76034,9559,Station,LOC
76035,9559,at,O
76036,9559,Lamar,LOC
76037,9559,and,O
76038,9559,Jackson,LOC
76039,9559,Streets,LOC
76040,9559,",",O
76041,9559,where,O
76042,9559,Oswald,PER
76043,9559,entered,O
76044,9559,Whaley,PER
76045,9559,',O
76046,9559,s,O
76047,9559,cab,O
76048,9559,",",O
76845,9623,was,O
76846,9623,eating,O
76847,9623,lunch,O
76848,9623,in,O
76849,9623,his,O
76850,9623,cab,O
76851,9623,which,O
76852,9623,was,O
76853,9623,parked,O
76854,9623,on,O
76855,9623,Patton,LOC
76856,9623,Patton,LOC
76857,9623,facing,O
76858,9623,the,O
76859,9623,southeast,O
76860,9623,corner,O
76861,9623,of,O
76862,9623,10th,LOC
76863,9623,Street,LOC
76864,9623,and,O
76865,9623,Patton,LOC
76866,9623,Patton,LOC
76867,9623,Avenue,LOC
76868,9623,a,O
76869,9623,few,O
76870,9623,feet,O
76871,9623,to,O
76872,9623,the,O
76873,9623,north,O
76874,9623,.,O
77251,9648,Just,O
77252,9648,prior,O
77253,9648,to,O
77254,9648,the,O
77255,9648,shooting,O
77256,9648,",",O
77257,9648,Mrs,O
77258,9648,.,O
77259,9648,Helen,PER
77260,9648,Markham,PER
77261,9648,",",O
77262,9648,a,O
77263,9648,waitress,O
77264,9648,in,O
77265,9648,downtown,O
77266,9648,Dallas,LOC
77267,9648,",",O
77268,9648,was,O
77269,9648,about,O
77270,9648,to,O
77271,9648,cross,O
77272,9648,10th,LOC
77273,9648,Street,LOC
77274,9648,at,O
77275,9648,Patton,LOC
77276,9648,.,O
78541,9737,As,O
78542,9737,Oswald,PER
78543,9737,ran,O
78544,9737,south,O
78545,9737,on,O
78546,9737,Patton,LOC
78547,9737,Avenue,LOC
78548,9737,toward,O
78549,9737,Jefferson,LOC
78550,9737,Boulevard,LOC
78551,9737,he,O
78552,9737,was,O
78553,9737,moving,O
78554,9737,in,O
78555,9737,the,O
78556,9737,direction,O
78557,9737,of,O
78558,9737,a,O
78559,9737,used,O
78560,9737,-,O
78561,9737,car,O
78562,9737,lot,O
79247,9786,but,O
79248,9786,only,O
79249,9786,two,O
79250,9786,of,O
79251,9786,the,O
79252,9786,four,O
79253,9786,discarded,O
79254,9786,cartridge,O
79255,9786,cases,O
79256,9786,found,O
79257,9786,on,O
79258,9786,the,O
79259,9786,lawn,O
79260,9786,at,O
79261,9786,10th,LOC
79262,9786,Street,LOC
79263,9786,and,O
79264,9786,Patton,LOC
79265,9786,Avenue,LOC
79266,9786,were,O
79267,9786,of,O
79268,9786,Winchester,LOC
79269,9786,-,O
79270,9786,Western,O
79271,9786,manufacture,O
79272,9786,.,O
80272,9861,Mrs,O
80273,9861,.,O
80274,9861,Earlene,PER
80275,9861,Roberts,PER
80276,9861,",",O
80277,9861,the,O
80278,9861,housekeeper,O
80279,9861,at,O
80280,9861,Oswald,LOC
80281,9861,',O
80282,9861,s,O
80283,9861,roominghouse,O
80284,9861,and,O
80285,9861,the,O
80286,9861,last,O
80287,9861,person,O
80288,9861,known,O
80289,9861,to,O
80290,9861,have,O
80291,9861,seen,O
80292,9861,him,O
80293,9861,before,O
80294,9861,he,O
80295,9861,reached,O
80296,9861,10th,LOC
80297,9861,Street,LOC
80298,9861,and,O
80299,9861,Patton,LOC
80300,9861,Avenue,LOC
80301,9861,",",O
80421,9872,that,O
80422,9872,he,O
80423,9872,was,O
80424,9872,seen,O
80425,9872,running,O
80426,9872,along,O
80427,9872,Jefferson,LOC
80428,9872,Jefferson,LOC
80429,9872,Boulevard,LOC
80430,9872,Boulevard,LOC
80431,9872,",",O
80432,9872,that,O
80433,9872,a,O
80434,9872,jacket,O
80435,9872,was,O
80436,9872,found,O
80437,9872,under,O
80438,9872,a,O
80439,9872,car,O
80440,9872,in,O
80441,9872,a,O
80442,9872,lot,O
80443,9872,adjoining,O
80444,9872,Jefferson,LOC
80445,9872,Jefferson,LOC
80446,9872,Boulevard,LOC
80447,9872,Boulevard,LOC
83943,10106,From,O
83944,10106,Neely,LOC
83945,10106,Street,LOC
83946,10106,Street,LOC
83947,10106,the,O
83948,10106,Oswalds,LOC
83949,10106,would,O
83950,10106,have,O
83951,10106,traveled,O
83952,10106,downtown,O
83953,10106,on,O
83954,10106,the,O
83955,10106,Beckley,LOC
83956,10106,bus,O
83957,10106,",",O
83958,10106,across,O
83959,10106,the,O
83960,10106,Commerce,LOC
83961,10106,Street,LOC
83962,10106,Street,LOC
83963,10106,viaduct,O
85749,10249,An,O
85750,10249,aerial,O
85751,10249,photograph,O
85752,10249,of,O
85753,10249,Dealey,LOC
85754,10249,Plaza,LOC
85755,10249,shows,O
85756,10249,that,O
85757,10249,Elm,LOC
85758,10249,Street,LOC
85759,10249,runs,O
85760,10249,at,O
85761,10249,an,O
85762,10249,angle,O
87863,10490,It,O
87864,10490,will,O
87865,10490,examine,O
87866,10490,his,O
87867,10490,defection,O
87868,10490,to,O
87869,10490,the,O
87870,10490,Soviet,LOC
87871,10490,Union,LOC
87872,10490,in,O
87873,10490,1959,O
87874,10490,",",O
87875,10490,his,O
87876,10490,subsequent,O
87877,10490,return,O
87878,10490,to,O
87879,10490,the,O
87880,10490,United,LOC
87881,10490,States,LOC
87882,10490,and,O
87883,10490,his,O
87884,10490,life,O
87885,10490,here,O
92291,10821,As,O
92292,10821,indicated,O
92293,10821,above,O
92294,10821,",",O
92295,10821,Oswald,PER
92296,10821,started,O
92297,10821,to,O
92298,10821,read,O
92299,10821,Communist,O
92300,10821,literature,O
92301,10821,after,O
92302,10821,he,O
92303,10821,and,O
92304,10821,his,O
92305,10821,mother,O
92306,10821,left,O
92307,10821,New,LOC
92308,10821,New,LOC
92309,10821,York,LOC
92310,10821,and,O
92311,10821,moved,O
92312,10821,to,O
92313,10821,New,LOC
92314,10821,New,LOC
92315,10821,Orleans,LOC
92316,10821,.,O
93861,10952,Quote,O
93862,10952,",",O
93863,10952,I,O
93864,10952,Lee,PER
93865,10952,Harvey,PER
93866,10952,Oswald,PER
93867,10952,do,O
93868,10952,hereby,O
93869,10952,request,O
93870,10952,that,O
93871,10952,my,O
93872,10952,present,O
93873,10952,citizenship,O
93874,10952,in,O
93875,10952,the,O
93876,10952,United,LOC
93877,10952,States,LOC
93878,10952,of,LOC
93879,10952,America,LOC
93880,10952,",",O
93881,10952,be,O
93882,10952,revoked,O
93883,10952,.,O
93884,10953,I,O
93885,10953,have,O
93886,10953,entered,O
93887,10953,the,O
93888,10953,Soviet,LOC
93889,10953,Soviet,LOC
93890,10953,Union,LOC
93891,10953,Union,LOC
93892,10953,for,O
93893,10953,the,O
93894,10953,express,O
93895,10953,purpose,O
93896,10953,of,O
93897,10953,applying,O
93898,10953,for,O
93899,10953,citizenship,O
93900,10953,in,O
93901,10953,the,O
93902,10953,Soviet,LOC
93903,10953,Soviet,LOC
93904,10953,Union,LOC
93905,10953,Union,LOC
93906,10953,",",O
93907,10953,through,O
93908,10953,the,O
93909,10953,means,O
93910,10953,of,O
93911,10953,naturalization,O
93912,10953,.,O
94858,11029,While,O
94859,11029,it,O
94860,11029,was,O
94861,11029,apparently,O
94862,11029,intended,O
94863,11029,for,O
94864,11029,publication,O
94865,11029,in,O
94866,11029,the,O
94867,11029,United,LOC
94868,11029,States,LOC
94869,11029,",",O
94870,11029,and,O
94871,11029,is,O
94872,11029,in,O
94873,11029,many,O
94874,11029,respects,O
94875,11029,critical,O
94876,11029,of,O
94877,11029,certain,O
94878,11029,aspects,O
94879,11029,of,O
94880,11029,life,O
94881,11029,in,O
94882,11029,the,O
94883,11029,Soviet,LOC
94884,11029,Union,LOC
94885,11029,",",O
95130,11072,seemed,O
95131,11072,to,O
95132,11072,place,O
95133,11072,him,O
95134,11072,in,O
95135,11072,a,O
95136,11072,situation,O
95137,11072,in,O
95138,11072,which,O
95139,11072,he,O
95140,11072,could,O
95141,11072,not,O
95142,11072,live,O
95143,11072,with,O
95144,11072,satisfaction,O
95145,11072,either,O
95146,11072,in,O
95147,11072,the,O
95148,11072,United,LOC
95149,11072,States,LOC
95150,11072,or,O
95151,11072,in,O
95152,11072,the,O
95153,11072,Soviet,LOC
95154,11072,Union,LOC
95155,11072,.,O
95232,11079,but,O
95233,11079,in,O
95234,11079,servile,O
95235,11079,conformity,O
95236,11079,to,O
95237,11079,the,O
95238,11079,wishes,O
95239,11079,of,O
95240,11079,the,O
95241,11079,Soviet,LOC
95242,11079,Soviet,O
95243,11079,Union,LOC
95244,11079,and,O
95245,11079,in,O
95246,11079,anticipation,O
95247,11079,of,O
95248,11079,Soviet,LOC
95249,11079,Soviet,O
95250,11079,Russia,LOC
95251,11079,',O
95252,11079,s,O
95253,11079,complete,O
95254,11079,domination,O
95255,11079,of,O
95256,11079,the,O
95257,11079,American,O
95258,11079,continent,O
95259,11079,.,O
97976,11318,Oswald,PER
97977,11318,',O
97978,11318,s,O
97979,11318,political,O
97980,11318,activities,O
97981,11318,after,O
97982,11318,his,O
97983,11318,return,O
97984,11318,to,O
97985,11318,the,O
97986,11318,United,LOC
97987,11318,States,LOC
97988,11318,center,O
97989,11318,around,O
97990,11318,his,O
97991,11318,interest,O
97992,11318,in,O
97993,11318,Cuba,LOC
97994,11318,Cuba,O
97995,11318,and,O
97996,11318,in,O
97997,11318,the,O
97998,11318,Fair,O
97999,11318,Play,O
98000,11318,for,O
98001,11318,Cuba,LOC
98002,11318,Cuba,O
98003,11318,Committee,O
98004,11318,.,O
99564,11426,he,O
99565,11426,received,O
99566,11426,a,O
99567,11426,letter,O
99568,11426,from,O
99569,11426,somebody,O
99570,11426,in,O
99571,11426,New,LOC
99572,11426,New,LOC
99573,11426,York,LOC
99574,11426,York,LOC
99575,11426,",",O
99576,11426,some,O
99577,11426,Communist,O
99578,11426,Communist,O
99579,11426,-,O
99580,11426,-,O
99581,11426,probably,O
99582,11426,from,O
99583,11426,New,LOC
99584,11426,New,LOC
99585,11426,York,LOC
99586,11426,York,LOC
99587,11426,-,O
99588,11426,-,O
99589,11426,I,O
99590,11426,am,O
99591,11426,not,O
99592,11426,sure,O
99593,11426,from,O
99594,11426,where,O
99595,11426,-,O
99596,11426,-,O
99597,11426,from,O
99598,11426,some,O
99599,11426,Communist,O
99600,11426,Communist,O
99601,11426,leader,O
99602,11426,and,O
99603,11426,he,O
99604,11426,was,O
99605,11426,very,O
99606,11426,happy,O
99607,11426,",",O
100304,11483,On,O
100305,11483,September,O
100306,11483,20,O
100307,11483,",",O
100308,11483,1963,O
100309,11483,",",O
100310,11483,Mrs,O
100311,11483,.,O
100312,11483,Paine,PER
100313,11483,and,O
100314,11483,her,O
100315,11483,two,O
100316,11483,children,O
100317,11483,arrived,O
100318,11483,in,O
100319,11483,New,LOC
100320,11483,Orleans,LOC
100321,11483,from,O
100322,11483,a,O
100323,11483,trip,O
100324,11483,to,O
100325,11483,the,O
100326,11483,East,LOC
100327,11483,Coast,LOC
100575,11502,by,O
100576,11502,the,O
100577,11502,officials,O
100578,11502,of,O
100579,11502,both,O
100580,11502,Cuba,LOC
100581,11502,and,O
100582,11502,the,O
100583,11502,Soviet,LOC
100584,11502,Union,LOC
100585,11502,in,O
100586,11502,Mexico,LOC
100587,11502,City,LOC
100588,11502,.,O
104188,11743,en,O
104189,11743,route,O
104190,11743,from,O
104191,11743,Dallas,LOC
104192,11743,Love,LOC
104193,11743,Field,LOC
104194,11743,",",O
104195,11743,end,O
104196,11743,quote,O
104197,11743,",",O
104198,11743,on,O
104199,11743,its,O
104200,11743,way,O
104201,11743,to,O
104202,11743,the,O
104203,11743,Trade,ORG
104204,11743,Mart,ORG
104205,11743,on,O
104206,11743,Stemmons,LOC
104207,11743,Freeway,LOC
104208,11743,.,O
105490,11856,in,O
105491,11856,1789,O
105492,11856,in,O
105493,11856,less,O
105494,11856,time,O
105495,11856,than,O
105496,11856,it,O
105497,11856,took,O
105498,11856,George,PER
105499,11856,Washington,PER
105500,11856,to,O
105501,11856,travel,O
105502,11856,from,O
105503,11856,New,LOC
105504,11856,York,LOC
105505,11856,to,O
105506,11856,Mount,LOC
105507,11856,Vernon,LOC
105943,11919,as,O
105944,11919,obtaining,O
105945,11919,clearance,O
105946,11919,of,O
105947,11919,some,O
105948,11919,categories,O
105949,11919,of,O
105950,11919,White,LOC
105951,11919,White,LOC
105952,11919,House,LOC
105953,11919,House,LOC
105954,11919,employees,O
105955,11919,and,O
105956,11919,all,O
105957,11919,tradesmen,O
105958,11919,who,O
105959,11919,service,O
105960,11919,the,O
105961,11919,White,LOC
105962,11919,White,LOC
105963,11919,House,LOC
105964,11919,House,LOC
105965,11919,",",O
108008,12093,From,O
108009,12093,return,O
108010,12093,to,O
108011,12093,Fort,LOC
108012,12093,Worth,LOC
108013,12093,to,O
108014,12093,move,O
108015,12093,to,O
108016,12093,New,LOC
108017,12093,Orleans,LOC
108018,12093,.,O
108542,12126,stating,O
108543,12126,that,O
108544,12126,he,O
108545,12126,had,O
108546,12126,distributed,O
108547,12126,its,O
108548,12126,pamphlets,O
108549,12126,on,O
108550,12126,the,O
108551,12126,streets,O
108552,12126,of,O
108553,12126,Dallas,LOC
108554,12126,Dallas,LOC
108555,12126,.,O
108556,12126,This,O
108557,12126,information,O
108558,12126,did,O
108559,12126,not,O
108560,12126,reach,O
108561,12126,Agent,PER
108562,12126,Hosty,PER
108563,12126,in,O
108564,12126,Dallas,LOC
108565,12126,Dallas,LOC
108566,12126,until,O
108567,12126,June,O
108568,12126,.,O
109220,12168,and,O
109221,12168,that,O
109222,12168,they,O
109223,12168,had,O
109224,12168,been,O
109225,12168,married,O
109226,12168,in,O
109227,12168,Fort,LOC
109228,12168,Worth,LOC
109229,12168,and,O
109230,12168,lived,O
109231,12168,there,O
109232,12168,until,O
109233,12168,coming,O
109234,12168,to,O
109235,12168,New,LOC
109236,12168,New,LOC
109237,12168,Orleans,LOC
109238,12168,Orleans,LOC
109239,12168,.,O
109240,12168,He,O
109241,12168,had,O
109242,12168,told,O
109243,12168,the,O
109244,12168,New,LOC
109245,12168,New,LOC
109246,12168,Orleans,LOC
109247,12168,Orleans,LOC
109248,12168,arresting,O
109249,12168,officers,O
109250,12168,that,O
109251,12168,he,O
109252,12168,had,O
109253,12168,been,O
109254,12168,born,O
109255,12168,in,O
109256,12168,Cuba,LOC
109257,12168,.,O
109665,12198,The,O
109666,12198,FBI,ORG
109667,12198,representative,O
109668,12198,in,O
109669,12198,Mexico,LOC
109670,12198,Mexico,LOC
109671,12198,City,LOC
109672,12198,arranged,O
109673,12198,to,O
109674,12198,follow,O
109675,12198,up,O
109676,12198,this,O
109677,12198,information,O
109678,12198,with,O
109679,12198,the,O
109680,12198,CIA,ORG
109681,12198,and,O
109682,12198,to,O
109683,12198,verify,O
109684,12198,Oswald,PER
109685,12198,',O
109686,12198,s,O
109687,12198,entry,O
109688,12198,into,O
109689,12198,Mexico,LOC
109690,12198,Mexico,LOC
109691,12198,.,O
110381,12234,he,O
110382,12234,had,O
110383,12234,received,O
110384,12234,a,O
110385,12234,copy,O
110386,12234,of,O
110387,12234,the,O
110388,12234,report,O
110389,12234,of,O
110390,12234,the,O
110391,12234,New,LOC
110392,12234,New,LOC
110393,12234,Orleans,LOC
110394,12234,Orleans,LOC
110395,12234,office,O
110396,12234,which,O
110397,12234,contained,O
110398,12234,Agent,PER
110399,12234,Quigley,PER
110400,12234,',O
110401,12234,s,O
110402,12234,memorandum,O
110403,12234,of,O
110404,12234,the,O
110405,12234,interview,O
110406,12234,in,O
110407,12234,the,O
110408,12234,New,LOC
110409,12234,New,LOC
110410,12234,Orleans,LOC
110411,12234,Orleans,LOC
110412,12234,jail,O
110413,12234,on,O
110414,12234,August,O
110415,12234,10,O
110416,12234,",",O
114583,12536,Two,O
114584,12536,of,O
114585,12536,the,O
114586,12536,nine,O
114587,12536,agents,O
114588,12536,returned,O
114589,12536,to,O
114590,12536,their,O
114591,12536,rooms,O
114592,12536,.,O
114593,12536,The,O
114594,12536,seven,O
114595,12536,others,O
114596,12536,proceeded,O
114597,12536,to,O
114598,12536,an,O
114599,12536,establishment,O
114600,12536,called,O
114601,12536,the,O
114602,12536,Cellar,LOC
114603,12536,Coffee,LOC
114604,12536,House,LOC
114605,12536,",",O
